396
0|0|0|30000.00000000|-30000.00000000|Neutral Waterways
1|0|0|30000.00000000|-30000.00000000|Talking Island
2|0|0|30000.00000000|-30000.00000000|Gludio Territory
3|0|0|30000.00000000|-30000.00000000|Dion Territory
4|0|0|30000.00000000|-30000.00000000|Giran Territory
5|0|0|30000.00000000|-30000.00000000|The Dark Forest
6|0|0|30000.00000000|-30000.00000000|Elven Forest
7|0|0|30000.00000000|-30000.00000000|Oren Territory
8|0|0|30000.00000000|-30000.00000000|Aden Territory
9|0|0|30000.00000000|-30000.00000000|Innadril Territory
10|0|0|30000.00000000|-30000.00000000|Misty Mountains
11|0|0|30000.00000000|-30000.00000000|Neutral Zone
12|0|0|30000.00000000|-30000.00000000|Dragon Valley
13|0|0|30000.00000000|-30000.00000000|_Lyonn Territory
14|0|0|30000.00000000|-30000.00000000|Schuttgart Territory
15|0|0|30000.00000000|-30000.00000000|Wasteland
16|18|21|30000.00000000|-30000.00000000|Fellmere Lake
17|19|23|-4400.00000000|-7520.00000000|Ant Nest
18|17|22|30000.00000000|-30000.00000000|Gludin Arena
19|19|21|30000.00000000|-30000.00000000|Gludio Castle
20|19|21|30000.00000000|-30000.00000000|Town of Gludio
21|17|22|30000.00000000|-30000.00000000|Gludin Village
22|17|22|30000.00000000|-30000.00000000|Gludin Harbor
23|18|24|30000.00000000|-4200.00000000|Langk Lizardmen Dwellings
24|18|23|30000.00000000|-3700.00000000|Red Rock Ridge
25|19|21|30000.00000000|-30000.00000000|Maille Lizardmen Barracks
26|17|20|30000.00000000|-4200.00000000|Windy Hill
27|18|21|30000.00000000|-30000.00000000|Ruins of Agony
28|18|23|-3760.00000000|-5632.00000000|Forgotten Temple
29|19|22|30000.00000000|-30000.00000000|Ruins of Despair
30|17|21|30000.00000000|-30000.00000000|Orc Barracks
31|18|22|30000.00000000|-30000.00000000|Abandoned Camp
32|21|25|-4874.00000000|-6874.00000000|Elven Ruins
33|21|25|30000.00000000|-30000.00000000|Elven Ruins
34|21|25|30000.00000000|-6873.00000000|Neutral Waterways
35|16|25|30000.00000000|-30000.00000000|Talking Island Village
41|22|22|30000.00000000|-30000.00000000|Giran Arena
42|23|22|30000.00000000|-30000.00000000|Giran Castle
43|22|22|30000.00000000|-30000.00000000|Town of Giran
44|21|23|30000.00000000|-30000.00000000|Giran Harbor
45|24|21|30000.00000000|-30000.00000000|Antharas' Lair
46|22|21|30000.00000000|-30000.00000000|Death Pass
47|20|22|30000.00000000|-30000.00000000|Dion Castle
48|20|22|30000.00000000|-30000.00000000|Town of Dion
49|20|23|30000.00000000|-30000.00000000|Monster Race Track
50|21|21|30000.00000000|-30000.00000000|Partisan's Hideaway
51|21|22|30000.00000000|-30000.00000000|Guillotine Fortress
52|20|21|30000.00000000|-4407.00000000|Cruma Marshlands
53|20|21|30000.00000000|-30000.00000000|Cruma Marshlands
54|20|21|30000.00000000|-4407.00000000|Cruma Tower
55|20|21|-4408.00000000|-14036.00000000|Cruma Tower
56|20|21|-4408.00000000|-30000.00000000|Cruma Tower
57|21|22|30000.00000000|-30000.00000000|Tanor Canyon
58|20|23|30000.00000000|-30000.00000000|Floran Village
59|20|23|30000.00000000|-30000.00000000|Bee Hive
60|20|14|-1952.00000000|-3952.00000000|Cave of Trials
61|20|13|30000.00000000|-30000.00000000|Frozen Waterfalls
62|18|14|30000.00000000|-30000.00000000|Orc Village
63|18|14|30000.00000000|-30000.00000000|Pa'agrio Temple
64|23|12|30000.00000000|-30000.00000000|Dwarven Village
65|25|12|4224.00000000|-4810.00000000|Mithril Mines
66|24|12|3424.00000000|-2704.00000000|Abandoned Coal Mines
67|23|12|30000.00000000|-30000.00000000|Strip Mine
68|24|20|30000.00000000|-30000.00000000|Forest of Mirrors
69|25|19|30000.00000000|-30000.00000000|Giant's Cave
70|25|19|-5172.00000000|-30000.00000000|Silent Valley
71|25|18|30000.00000000|-30000.00000000|The Cemetery
72|24|19|30000.00000000|-30000.00000000|Narsell Lake
73|25|19|30000.00000000|-30000.00000000|Forsaken Plains
74|23|20|30000.00000000|-30000.00000000|Hunters Village
75|25|18|30000.00000000|-4000.00000000|Seal of Shilen
76|24|18|30000.00000000|-30000.00000000|Aden Castle
77|24|18|30000.00000000|-30000.00000000|Town of Aden
78|25|20|30000.00000000|-30000.00000000|Anghel Waterfall
79|23|18|6944.00000000|5952.00000000|Tower of Insolence: 10th Floor
80|23|18|7952.00000000|6976.00000000|Tower of Insolence: 11th Floor
81|23|18|8960.00000000|7968.00000000|Tower of Insolence: 12th Floor
82|23|18|10048.00000000|8976.00000000|Tower of Insolence: 13th Floor
83|23|18|12000.00000000|10064.00000000|Tower of Insolence: 14th Floor
84|23|18|-3728.00000000|-10000.00000000|Tower of Insolence: 1st Floor
85|23|18|-2192.00000000|-3680.00000000|Tower of Insolence: 2nd Floor
86|23|18|-704.00000000|-2128.00000000|Tower of Insolence: 3rd Floor
87|23|18|784.00000000|-688.00000000|Tower of Insolence: 4th Floor
88|23|18|1872.00000000|896.00000000|Tower of Insolence: 5th Floor
89|23|18|2912.00000000|1888.00000000|Tower of Insolence: 6th Floor
90|23|18|3920.00000000|2928.00000000|Tower of Insolence: 7th Floor
91|23|18|4928.00000000|3952.00000000|Tower of Insolence: 8th Floor
92|23|18|5936.00000000|4944.00000000|Tower of Insolence: 9th Floor
93|24|19|30000.00000000|-30000.00000000|Coliseum
94|25|17|30000.00000000|-4220.00000000|Devastated Castle
95|24|17|30000.00000000|-30000.00000000|Blazing Swamp
96|23|17|30000.00000000|-30000.00000000|Ancient Battleground
97|23|17|30000.00000000|-30000.00000000|Eastern Border Outpost
98|22|17|30000.00000000|-30000.00000000|Bandit Stronghold
99|22|18|30000.00000000|-4632.00000000|Ivory Tower
100|22|19|30000.00000000|-30000.00000000|Oren Castle
101|22|19|30000.00000000|-30000.00000000|Town of Oren
102|22|20|30000.00000000|-3900.00000000|Plains of the Lizardmen
103|23|19|30000.00000000|-30000.00000000|Enchanted Valley
104|21|18|30000.00000000|-30000.00000000|Sea of Spores
105|22|19|30000.00000000|-30000.00000000|Sel Mahum Training Grounds
106|19|19|30000.00000000|-30000.00000000|Bloody Swampland
107|20|18|30000.00000000|-30000.00000000|Dark Elf Village
108|20|18|30000.00000000|-30000.00000000|Shilen Temple
109|18|20|30000.00000000|-4000.00000000|Altar of Rites
110|18|19|30000.00000000|-30000.00000000|School of Dark Arts
111|21|19|30000.00000000|-30000.00000000|Shadow of the Mother Tree
112|21|20|30000.00000000|-30000.00000000|Iris Lake
113|21|19|30000.00000000|-30000.00000000|Elven Village
114|20|20|-3200.00000000|-4450.00000000|Elven Fortress
115|21|19|30000.00000000|-30000.00000000|Starlight Waterfall
116|22|23|30000.00000000|-30000.00000000|Field of Silence
117|22|24|30000.00000000|-30000.00000000|Field of Whispers
118|23|24|30000.00000000|-30000.00000000|Heine
119|21|24|30000.00000000|-30000.00000000|Devil's Isle
120|23|23|30000.00000000|-30000.00000000|Alligator Island
121|22|25|30000.00000000|-30000.00000000|Garden of Eva
122|23|24|30000.00000000|-30000.00000000|Tour Boat Dock
123|23|25|30000.00000000|-30000.00000000|Innadril Castle
124|21|24|30000.00000000|-30000.00000000|Pirate Tunnel
125|17|21|-3968.00000000|-5056.00000000|Oracle of Dawn
126|17|20|-4224.00000000|-5312.00000000|Oracle of Dusk
127|18|20|-4064.00000000|-4896.00000000|Necropolis of Devotion
128|18|24|-4282.00000000|-5242.00000000|Necropolis of Sacrifice
129|19|18|-4224.00000000|-5056.00000000|Catacomb of Dark Omens
130|19|20|-4496.00000000|-5328.00000000|The Patriot's Necropolis
131|21|21|-4736.00000000|-5568.00000000|The Pilgrim's Necropolis
132|21|22|-4704.00000000|-5536.00000000|Catacomb of the Heretic
133|21|23|-4304.00000000|-5136.00000000|Catacomb of the Branded
134|22|20|-3936.00000000|-5280.00000000|Catacomb of the Apostate
135|22|24|-4762.00000000|-5594.00000000|The Saint's Necropolis
136|23|20|-5352.00000000|-6696.00000000|Catacomb of the Forbidden Path
137|23|22|-4154.00000000|-4986.00000000|Necropolis of Martyrdom
138|23|23|-4762.00000000|-5594.00000000|Necropolis of Worship
139|24|20|-3984.00000000|-5584.00000000|Catacomb of the Witch
140|25|17|-4224.00000000|-5644.00000000|The Disciple's Necropolis
141|16|10|30000.00000000|-30000.00000000|GM Consultation Service
142|18|24|-4282.00000000|-5242.00000000|Necropolis of Sacrifice
143|17|20|-4224.00000000|-5312.00000000|Oracle of Dusk
144|17|20|30000.00000000|-4220.00000000|Gludio Territory
145|17|20|-4224.00000000|-5312.00000000|Oracle of Dusk
146|17|20|30000.00000000|-4220.00000000|The Dark Forest
147|18|22|30000.00000000|-30000.00000000|Fellmere Lake
148|17|22|30000.00000000|-30000.00000000|Fellmere Lake
149|19|24|30000.00000000|-4200.00000000|Langk Lizardmen Dwellings
150|18|24|30000.00000000|-30000.00000000|Red Rock Ridge
151|19|24|30000.00000000|-30000.00000000|Red Rock Ridge
152|18|23|-3760.00000000|-5632.00000000|Forgotten Temple
153|21|23|30000.00000000|-30000.00000000|Tanor Canyon
154|22|22|30000.00000000|-30000.00000000|Tanor Canyon
155|21|23|30000.00000000|-30000.00000000|Bee Hive
156|23|18|30000.00000000|-30000.00000000|Ancient Battleground
157|18|24|30000.00000000|-4200.00000000|Red Rock Ridge
158|22|20|30000.00000000|-3900.00000000|Oren Territory
159|22|20|-3936.00000000|-5280.00000000|Catacomb of the Apostate
160|17|21|30000.00000000|-3950.00000000|Gludio Territory
161|18|20|30000.00000000|-4000.00000000|The Dark Forest
162|18|20|-4064.00000000|-4896.00000000|Necropolis of Devotion
163|18|20|30000.00000000|-4000.00000000|Misty Mountains
164|18|20|-4064.00000000|-4896.00000000|Necropolis of Devotion
